"","joe_issue_ID","jp_id","jp_section","jp_institution","jp_division","jp_department","jp_keywords","jp_title","jp_full_text","jp_salary_range","jp_agency_insertion_num","jp_new","locations","JEL_Classifications","Application_deadline"
"114","2018-02",111461724,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","University of California, Santa Barbara","Bren School of Environmental Science and Management",NA,NA,"Faculty Chair of Corporate Sustainability","The Bren School of Environmental Science and Management (www.bren.ucsb.edu) invites applications for a tenured Associate or Full faculty position for an endowed chair in corporate sustainability.<U+00A0> The endowed chair is pending final approval. The Bren School is a leader in developing cross-disciplinary solutions to environmental problems. The School's Corporate Environmental Management specialization prepares Masters students for careers helping companies achieve their business and environmental goals. <U+00A0>

Ideal candidates will offer:
<U+2022> An accomplished research portfolio and trajectory that includes significant contributions to understanding corporate sustainability.
<U+2022> Excellence in teaching business and corporate sustainability to professional masters degree students.
<U+2022> Leadership for the School<U+2019>s Corporate Environmental Management programs.
<U+2022> Synergies with the School<U+2019>s research, teaching and extended communities in the pursuit of sustainable environmental solutions.

Candidates may teach and do research in areas such as strategy, management and organizations, organizational behavior, leadership, organizational theory and entrepreneurship. The Bren School is open to candidates from business schools and from across the social sciences, including economics, political science, sociology, and psychology.<U+00A0> Interested applicants must have their PhD or equivalent at the time of hire.

The Bren School is a graduate school within UCSB that provides rigorous, multi-disciplinary training in environmental science and management to Master<U+2019>s and PhD students. The faculty is drawn from the natural sciences, social sciences and management.

Applicants should submit: 1) a cover letter, 2) curriculum vitae, 3) <U+00A0>statements of research and teaching, 4) an optional statement describing commitment to diversity, 5) teaching evaluations if available, 6) four selected publications, and 6) a list of four names with contact information from whom we can request references.
<U+00A0>
Submit applications electronically to: http://apptrkr.com/1309613<U+00A0>and address questions to cem@bren.ucsb.edu.<U+00A0> Applications completed by January 15, 2019 will receive priority consideration; the position will remain open until filled.

The Bren School is especially interested in candidates who can contribute to the diversity and excellence of the academic community through research, teaching and service.

The University of California is an Equal Opportunity/Affirmative Action Employer and all qualified applicants will receive consideration without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.",NA,"1309613",NA,"UNITED STATES California Santa Barbara","Q5 - Environmental Economics",NA
"115","2018-02",111461917,"US: Other Academic (Visiting or Temporary)","University of Chicago","Social Sciences Division","Center for the Economics of Human Development",NA,"Post-Doctoral Scholar","The Center for the Economics of Human Development (CEHD) at the University of Chicago is seeking Post-Doctoral Scholars interested in the economics of creating and measuring skills. Scholars are expected to conduct empirical collaborative work on one (or more) focused projects. Descriptions for past and ongoing projects can be found on the Center<U+2019>s website (cehd.uchicago.edu). Scholars can propose new independent research projects consistent with the Center<U+2019>s broad aims. 
 
Unique data sets on long-term experimental evaluations are available and Scholars will have access to high-quality graduate and undergraduate research assistants. 

The position offers salary and health benefits commensurate with skills, training, and responsibility. There are opportunities for travel to present and/or collaborate. Terms and start dates are negotiable. Two or three-year arrangements have proven to be the most productive in defining and executing projects. 

Requirements:
<U+2022>	Relevant qualifications 
<U+2022>	Interest in advancing understanding of human development across the life cycle, which includes early childhood and adolescence and its implication in 
        defining and executing projects on inequality, intergenerational mobility, employment, health, and crime. 
",NA,NA,NA,"UNITED STATES Illinois Chicago","I - Health, Education, and Welfare
I0 - General","2019-01-31 00:00:00"
"116","2018-02",111461875,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","University of Chicago Harris School of Public Policy",NA,NA,NA,"Full-Time Lecturer","The Harris School of Public Policy invites applications for a full-time lecturer to expand its offerings in economic policy, corporate and public finance, and international capital markets. The position will be a two-year, renewable appointment. The lecturer will teach 4-6 courses per academic year and have non-classroom responsibilities. 

The position will be part of the Service Employees International Union. 

Applicants must apply to the University of Chicago's Academic Career Opportunities website: https://tinyurl.com/ybd9uaxz. Applicants are required to upload the following materials: 1) resume; 2) teaching statement; 3) contact information for 3 references. Qualified candidates will hold either a Ph.D. or a Master's degree and have relevant field experience, as well as at least one year of teaching experience. Review of applications will begin on December 10, 2018 and continue until the position is filled. Anticipated start date will be January 7, 2019.  

The University of Chicago is an Affirmative Action/Equal Opportunity/Disabled/Veterans Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national or ethnic origin, age, status as an individual with a disability, protected veteran status, genetic information, or other protected classes under the law. For additional information please see the University's Notice of Nondiscrimination at http://www.uchicago.edu/about/non_discrimination_statement/. Job seekers in need of a reasonable accommodation to complete the application process should call 773-702-0287 or email ACOppAdministrator@uchicago.edu with their request.  
","Competitive",NA,NA,"UNITED STATES Illinois Chicago","G - Financial Economics","2019-01-31 00:00:00"
"117","2018-02",111461766,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","University of Hawaii at Manoa",NA,"University of Hawaii Economic Research Org. & Department of Economics","Forecasting, Public finance, Labor, Health, Environmental, Regional, Data Science","Assistant Professor","The University of Hawai<U+2018>i at M<U+0101>noa (UHM) invites applications for the position of Assistant Professor (position 84643), a tenure track appointment with the University of Hawai<U+2018>i Economic Research Organization (UHERO, 0.75 FTE) and the Department of Economics (0.25 FTE), with locus of tenure in UHERO, College of Social Sciences, UHM, permanent, tenure track, full-time, 9-month, to begin August 1, 2019, subject to position clearance and availability of funds.
 
Duties: Conduct applied research in one or more of the following areas: economic forecasting, state and local public finance, labor economics, health economics, environmental/energy economics, urban/regional economics, or data science.  Publish in peer-reviewed academic journals, and serve as principal investigator on extramurally funded projects.  Lead UHERO Analytics<U+2014> a group of staff programmers, graduate research assistants, and undergraduate interns that develop and maintain all of UHERO<U+2019>s custom database systems; design, build and maintain custom data and web applications; and develop and deploy best-in-class visualizations, dashboards and other innovative methods to produce high-impact research outreach.  Teach undergraduate or graduate courses on Data Analysis and Visualization, and other areas as needed.  Mentor and advise students.  Conduct service and outreach in congruence with UHERO<U+2019>s mission.  Other duties as assigned by the director.

Minimum qualifications: 
1.	 A Ph.D. in economics or related social science, statistics, data science or related field from an accredited college or university or foreign equivalent. ABDs will be considered but all degree requirements must be completed prior to date of hire. ABDs must also submit a letter from their committee chair attesting that dissertation and all degree requirements will be completed prior to date of hire.
2.	Demonstrated ability to conduct high-quality applied policy analysis relevant for a regional economy.
3.	A record of research achievement (publications, grants) commensurate with time in field. 
4.	Demonstrated ability to teach undergraduate and graduate courses and mentor and advise students in the applicant<U+2019>s area of expertise.

Desirable qualifications:  Demonstrated ability to communicate statistical analysis and research results via data visualization; demonstrated ability to manage projects while supervising staff, graduate and undergraduate students; demonstrated ability modeling and forecasting regional or national economies; demonstrated proficiency with programming languages used for data scraping, manipulation, and development of data-driven web apps, such as Perl, Python, Ruby, etc.; demonstrated ability with database development and management;  demonstrated knowledge of Hawai`i<U+2019>s economy.

Pay Range:  Commensurate with qualifications and experience.

To apply: Applicants apply online through Job Openings for Economists at https://www.aeaweb.org/joe/cand.php. Note regarding official transcripts:  copies are acceptable, however, official transcripts will be required upon hire. Application materials will not be returned. Incomplete applications will not be accepted. 

Inquiries: Carl Bonham (bonham@hawaii.edu)

Continuous recruitment. Review of applications will begin on December 13, 2018 and will continue until the position is filled.  First-round interviews will be conducted at the AEA meetings in Atlanta.

EEO/AA, Clery Act, ADA

The University of Hawai'i is an Equal Opportunity/Affirmative Action Institution and is committed to a policy of nondiscrimination on the basis of race, sex, gender identity and expression, age, religion, color, national origin, ancestry, citizenship, disability, genetic information, marital status, breastfeeding, income assignment for child support, arrest and court record (except as permissible under State law), sexual orientation, domestic or sexual violence victim status, national guard absence, or status as a covered veteran.      

Employment is contingent on satisfying employment eligibility verification requirements of the Immigration Reform and Control Act of 1986; reference checks of previous employers; and for certain positions, criminal history record checks.             

In accordance with the Jeanne Clery Disclosure of Campus Security Policy and Campus Crime Statistics Act, annual campus crime statistics for the University of Hawai'i may be viewed at: https://www.hawaii.edu/titleix/help/campus-security/, or a paper copy may be obtained upon request from the respective UH Campus Security or Administrative Services Office.

Accommodation Request:  The University of Hawai'i complies with the provisions of the Americans with Disabilities Act (ADA).  Applicants requiring a reasonable accommodation for any part of the application and hiring process should contact the EEO coordinator directly.  Determination on requests for reasonable accommodation will be made on a case-by-case basis.  For further information, please refer to the following link: https://www.hawaii.edu/offices/eeo/accommodation-request/

The University of Hawai'i does not discriminate on the basis of age, race, sex, color, national origin, or disability in its programs and activities.  For more information or inquiries regarding these policies, please refer to the following link: https://www.hawaii.edu/titleix/help/coordinator/
",NA,NA,NA,"UNITED STATES Hawaii Honolulu","J - Labor and Demographic Economics
Q5 - Environmental Economics
Q4 - Energy
I1 - Health
H7 - State and Local Government; Intergovernmental Relations
C4 - Econometric and Statistical Methods:  Special Topics
C8 - Data Collection and Data Estimation Methodology; Computer Programs",NA
"118","2018-02",111461790,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","University of Houston","College of Liberal Arts and Social Science","Economics","Macroeconomics
International Macroeconomics
","Assistant Professor","The Department of Economics invites applications for a tenure-track Assistant Professor position effective August 2019.  The Department of Economics at the University of Houston is dedicated to producing top-flight research while training students in the latest techniques in economic analysis. We welcome candidates whose experience in research and teaching has prepared them to contribute to our commitment to excellence and diversity.

Preference will be given to candidates with strong model-oriented and empirical skills.  Candidates must have an expectation of publishing in top journals and an interest in teaching in the graduate macroeconomics or international sequence.  

Applications should include cover letter, curriculum vitae, three reference letters, and one or more research papers.  Candidates are expected to have their Ph.D. by August 2019.

The department will conduct interviews at the January 2019 AEA meetings in Atlanta.  Review of candidates will begin November 12, 2018 and continue until the position is filled. 

The University of Houston is an Equal Opportunity/Affirmative Action institution. Minorities, women, veterans, and persons with disabilities are encouraged to apply.",NA,NA,NA,"UNITED STATES Texas Houston","E - Macroeconomics and Monetary Economics
F4 - Macroeconomic Aspects of International Trade and Finance","2019-02-28 00:00:00"
"119","2018-02",111461926,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","University of Luxembourg","The Faculty of Law, Economics, and Finance (FDEF)",NA,NA,"Assistant Professor (M/F) in Finance","The Faculty of Law, Economics, and Finance (FDEF) of the University of Luxembourg has an opening for an Assistant Professor (M/F) in Finance with a focus on Financial Institutions, or related fields in particular empirical finance. 

<U+2022>	Ref: F2-Financial Institutions (to be mentioned in all correspondence)
<U+2022>	Full-time position (40 hs/week)
<U+2022>	Earliest starting date: September 2019

The position at the Assistant Professor level follows Luxembourg<U+2019>s tenure-track scheme according to which the initial appointment is a fixed-term contract. Upon successful evaluation of the projects, the candidate can be offered a permanent position. The position is initially for 5 years and upon a positive evaluation, the assistant professor may be promoted to associate professor. 

Your Role
The Professor shall play an active role in establishing the LSF as a leading European finance group; the package we offer is commensurate with this ambition. In particular, shall be engaged in research, teaching, and administrative duties. The candidates shall teach in the newly created common first year of the master programs. In addition, the candidate shall teach in the risk management track of the Master of Banking and Finance.

Information about the position can be obtained from Professor Ulf von Lilienfeld-Toal (e-mail: Ulf.Lilienfeld@uni.lu). http://recruitment.uni.lu/en 

Your Profile
The candidate shall show have or show potential for highest quality research and publications in the top finance and/or economics journals. Additional requirements include a PhD in Finance or Economics or related disciplines.

The University of Luxembourg is set in a multilingual context. The person hired on this position must be proficient in English and in one of the two official languages of Luxembourg: French or German. The University encourages its staff to learn the other official language and provides access to language courses to this end.

We Offer
<U+2022>	An international team at a young, dynamic university
<U+2022>	An interdisciplinary research environment
<U+2022>	A wide network of academic, institutional and corporate partners
<U+2022>	Skilled support staff and team-oriented work environment
<U+2022>	Offices located in Luxembourg City<U+2019>s main business district 
<U+2022>	Competitive salary and benefits

Further Information
Applications should contain a motivation letter and a detailed CV, a job market paper and letters of recommendation. The LSF will be attending the ASSA meetings in Atlanta.

All applications should be sent by e-mail before 3/12/2018 to the following address: 
E-mail : fdef-recrutement@uni.lu 

All applications will be handled in strict confidence. 
The University of Luxembourg is an equal opportunity employer.",NA,"PO1811066",NA,"LUXEMBOURG L-1855","G - Financial Economics","2018-12-03 00:00:00"
"120","2018-02",111461920,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","University of Maine",NA,"School of Economics","Macroeconomics
Applied Macroeconomics","Assistant Professor of Macroeconomics","The School of Economics at the University of Maine invites applications for a tenure-track position at the level of Assistant Professor in the area of Applied / Empirical Macroeconomics.  We seek candidates with potential for high-quality scholarship, a commitment to excellent teaching, and a willingness to provide service to the university and profession. The position<U+2019>s initial appointment split is 80 percent teaching and 20 percent research, with a one-course teaching reduction for the first two years. Future appointment splits will be determined using the School of Economics<U+2019> workload formula.

Responsibilities and Duties: Responsibilities include conducting and disseminating original research related to macroeconomics, teaching graduate and undergraduate courses (e.g., macroeconomics, econometrics, modeling, money and banking), and advising and mentoring students.

Qualifications-Required: Ph.D. in economics or a closely related field; excellent communication skills; and a commitment to professional development, collegiality, public service and high-quality teaching.

Qualifications-Preferred: Established record or potential for publishing in high quality journals; and teaching undergraduate and graduate economics courses (e.g., macroeconomics, econometrics, modeling, money and banking).

How to Apply: Submit a full CV, up to three reprints, list of references, copies of academic transcripts and a cover letter that highlights the applicant<U+2019>s capacity to perform the position responsibilities. All application materials must be submitted via HireTouch (https://umaine.hiretouch.com/job-details?jobID=51894&job=assistant-professor-of-macroeconomics) <U+201C>Apply For Position.<U+201D> Applicants will need to create a profile and application.

Review of applications will begin on December 1, 2018, and will continue until the position is filled. Applicants are encouraged to submit their materials as soon as possible for full consideration. The expected start date is September 1, 2019.

For more information about the position, see: (https://umaine.hiretouch.com/job-details?jobID=51894&job=assistant-professor-of-macroeconomics). Inquiries or questions about this job announcement can be forwarded to Todd Gabe, who is serving as the chairperson of this search committee, (todd.gabe@maine.edu).

The University of Maine is an EEO/AA employer.  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, age, disability, protected veteran status, or any other characteristic protected by law.",NA,NA,NA,"UNITED STATES Maine Orono","E - Macroeconomics and Monetary Economics
E7 - Macro-Based Behavioral Economics
E6 - Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook
C5 - Econometric Modeling",NA
"121","2018-02",111461876,"US: Other Academic (Part-time or Adjunct)","University of Massachusetts Dartmouth",NA,"Department of Economics",NA,"Part Time Lecturer  Online","The Economics Department welcomes applications for online course development and part time online teaching. We seek applicants with online teaching experience to develop capstone courses in healthcare administration, public budgeting and, with satisfactory performance, teach the course and possibly others. Applicants need not be located near campus as long as they have a reliable internet connection.

Minimum Qualifications:
A Ph.D. or a master<U+2019>s degree in economics and industry experience

Application Instructions:
Please submit a letter of interest, resume, statement describing previous online teaching experience, and the contact information for three professional references to: http://careers.umassd.edu/dartmouth/en-us/job/496565/part-time-lectureronline-economics-department 

Screenings will begin upon receipt of applications and will continue until the position is filled.

University of Massachusetts Dartmouth employees and applicants for employment are protected by federal laws, Presidential Executive Orders, and state and local laws designed to protect employees and job applicants from discrimination on the bases of race, religion, color, sex (including pregnancy, gender identity, and sexual orientation), national origin, age, disability, family medical history or genetic information, military service, veteran status or other non-merit based factors.

The University of Massachusetts reserves the right to conduct background checks on potential employees.",NA,"44956",NA,"UNITED STATES Massachusetts Dartmouth","A - General Economics and Teaching",NA
"122","2018-02",111461851,"International: Other Academic (Visiting or Temporary)","University of Melbourne","Faculty of Business and Economics","Melbourne Institute Applied Economic & Social Research","Labour Economics
Economics of Education
Economics of Healthcare Financing and Organisation
Public Economics
Macroeconomics","Postdoctoral Research Fellow","The Melbourne Institute: Applied Economic & Social Research at the University of Melbourne seeks enthusiastic, motivated economists with research expertise in applied (empirical) economic and social research.   
 
This position is a research-only. The positions are for a fixed term only (up to three years) and the successful candidate(s) will be expected to work on projects as directed by their supervisor. The Postdoctoral Research Fellow positions suit applicants with strong applied econometric skills and the potential to publish in leading general and field-specific economics journals.  Applicants should also have a genuine interest in engaging in policy-relevant research and in disseminating this research to a broad range of audiences.

The Melbourne Institute is an academic department with an outstanding and dynamic research environment. The Melbourne Institute is the pre-eminent institute in Australia for applied economics research.  The Institute maintains a collegial culture that expects academic excellence as well as the development of policy-relevant research activities.

All applications should include a cover letter explaining why the candidate is interested in working at the Melbourne Institute, a C.V., a job-market paper, and three letters of reference.  

For further details, please see http://jobs.staff.unimelb.edu.au/ci/en/job/897948/postdoctoral-research-fellow. 
Only online applications made via EconJobMarket will be considered.",NA,NA,NA,"AUSTRALIA Victoria Melbourne","00 - Default: Any Field","2019-01-01 00:00:00"
"123","2018-02",111461846,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","University of Melbourne","Faculty of Business and Economics","Melbourne Institute Applied Economic & Social Research","Labour Economics
Economics of Education
Economics of Healthcare Financing and Organisation
Public Economics
Macroeconomics","Research Fellow (Similar to Assistant Professor)","The Research Fellow positions suit applicants who are about to complete their PhD or have recently completed their PhD. Candidates should possess strong applied econometric skills (especially as applied to the analysis of longitudinal survey data and cross-section and panel administrative data, and/or working on field experiments) with evidence of or the potential to publish in leading general and field-specific economics journals.  Applicants should also have a genuine interest in engaging in policy-relevant research and in disseminating this research to a broad range of audiences.  One or more positions also available as Senior Research Fellow. 
 
The Melbourne Institute is an academic department with approximately 40 researchers that is housed in the Faculty of Business and Economics. The Melbourne Institute is considered the pre-eminent institute in Australia for applied economics research.  The Institute maintains a collegial and co-operative culture that expects academic excellence as well as the development of policy-relevant research activities that may lead to better policies and practices.
 
The Melbourne Institute offers internationally competitive salaries and benefits and a stimulating work environment.
 
Only applications made online via the EconJobMarket will be considered (see link). 
 

For more information on the Melbourne Institute, please visit melbourneinstitute.unimelb.edu.au or http://jobs.staff.unimelb.edu.au/ci/en/job/897949/research-fellowsenior-research-fellow",NA,NA,NA,"AUSTRALIA Victoria Melbourne","00 - Default: Any Field","2019-01-01 00:00:00"
"124","2018-02",111461742,"US: Other Academic (Visiting or Temporary)","University of Michigan","Institute for Social Research","Population Studies Center","Postdoctoral Fellowship
PhD
NIA supported research
NICHD supported research
Academic position
Population Studies
Demography
Research
NIH
University of Michigan","Postdoctoral Fellowship","The Population Studies Center at the University of Michigan expects to have openings for two postdoctoral fellows sponsored by National Institute on Aging (NIA) and one postdoctoral fellow sponsored by the Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD). Positions will start on or about September 1, 2019. Applicants must have a Ph.D. in demography, public health, or one of the social sciences (e.g., sociology, economics, psychology) by the starting date. Term of appointment will be for two years, contingent on continued funding. Stipend will be commensurate with experience, based on levels mandated by NIH. Screening of applications will continue until the position is filled, with full consideration being given to those applications that are complete as of January 7, 2019. Fellows devote most of their time to independent research, but may also take selected courses and/or teach on a light-load basis. Positions offer exceptional opportunity for collaboration with staff of the Population Studies Center and Survey Research Center on major projects in the U.S. and overseas. When considering applicants we will take into consideration current NIH guidelines with respect to the scope of the research supported. 

For full applicant requirements and application process visit: http://www.psc.isr.umich.edu/training/postdoc.html

","$48,432 - $59,736",NA,NA,"UNITED STATES Michigan Ann Arbor","00 - Default: Any Field","2019-01-31 00:00:00"
"125","2018-02",111461696,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","University of North Carolina Wilmington",NA,"Economics",NA,"Assistant Professor - Economics","Brief listing for AEA site:
The Department of Economics and Finance at the University of North Carolina Wilmington expects to hire for an assistant or associate professor position to begin in the fall of 2019.  Candidates must either have a Ph.D. or provided evidence that will complete their Ph.D. by August 2019. (Exceptions may be made in exceptional cases for a degree to be completed by August 2020.) Desired fields include international trade and economic development.  

Applicants must have a desire to excel in both teaching and research.  Anticipated teaching load is a 3-3 with commensurate research expectations.

Salary is competitive.

Apply online at:  https://jobs.uncw.edu/postings/12633

Preference given to applications received by November 19th, 2018.
Please direct questions to Dr. Adam Jones, Department of Economics and Finance, jonesat@uncw.edu.

UNC Wilmington actively fosters a diverse and inclusive working and learning environment and is an equal opportunity employer. Qualified men and women from all racial, ethnic or other minority groups, protected veterans, and individuals with disabilities are strongly encouraged to apply.
",NA,NA,NA,"UNITED STATES North Carolina Wilmington","F1 - Trade
E0 - General",NA
"126","2018-02",111461817,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","University of Notre Dame","Keough School of Global Affairs",NA,"Health, Education, and Welfare/Development Economics","Assistant/Associate Professor of Global Education","The University of Notre Dame<U+2019>s Keough School of Global Affairs invites applications for a tenured/tenure-track faculty position in global education, with a preference for scholars whose work and interests include a focus on the intersection of education and development or international and comparative education policy. Applicants should have an interest in interdisciplinary cooperation. While priority will be given to consideration of junior candidates (ABD, postdoc, assistant professors or non-tenured associate professors), senior applicants may also be considered. Ph.D. or equivalent terminal degree required at the time of hire.

All application materials must be submitted through the Interfolio/Notre Dame online application system: http://apply.interfolio.com/54487. 

All applicants are required to submit a letter of interest and a C.V.  Junior candidates (ABD, postdoc, assistant or non-tenured associate professors) should also arrange for the submission of three confidential letters of reference through Interfolio.  The University of Notre Dame is an Equal Opportunity Employer, and is committed to building a culturally diverse workplace. This appointment is contingent upon the successful completion of a background check.  Additional information available at http://apply.interfolio.com/54487. 
",NA,NA,NA,"UNITED STATES Indiana Notre Dame","I - Health, Education, and Welfare","2019-01-15 00:00:00"
"127","2018-02",111461848,"International:Full-Time Academic (Permanent, Tenure Track or Tenured)","University of Ottawa",NA,"Economics",NA,"Assistant Professor","The Department of Economics at the University of Ottawa is seeking to fill one tenure-track position at the rank of Assistant Professor, commencing July 1, 2019, and subject to budgetary approval. We are looking for highly qualified candidates working in the area of applied economics.

The Department offers its programs in French and in English; candidates must be bilingual or willing to become bilingual. 

The application package should include: 
<U+2022> Cover letter
<U+2022> Curriculum vitae 
<U+2022> Job market paper
<U+2022> Three letters of recommendation

Candidates are requested to upload their applications via the Econ Job Market network at https://econjobmarket.org/. The review of applications will start by November 23, 2018, and continue until the position is filled.

The search committee will attend the CEEE in Toronto in December 2018 and the ASSA meetings in Atlanta in January 2019.

All qualified candidates are encouraged to apply; however, Canadians and permanent residents will be given priority. The University of Ottawa is an equal opportunity employer and is committed to employment equity and diversity in the workplace. Women, Aboriginal peoples, persons with disabilities and members of visible minorities are strongly encouraged to apply.",NA,NA,NA,"CANADA Ontario Ottawa","00 - Default: Any Field",NA
"128","2018-02",111461703,"Full-Time Nonacademic","University of Pennsylvania","Wharton School","Penn Wharton Budget Model","Public Policy Economics
OLG Model
Macroeconomics
Microsimulation","Postdoctoral Researcher","Reporting to the Academic Director, the incumbent will identify questions and unsettled issues in important areas of public policy including international trade and finance, tax, immigration, entitlements, households finance and regulation. The position combines insights from economic theory and large datasets to provide advice and assist in the continued development of a large-scale microsimulation budget model and an integrated, cutting-edge dynamic overlapping-generations model. We also highly encourage complementary independent research. Must be able to work with a team and under tight deadlines. PhD in Economics required, but ABD candidates expecting a doctorate in 2019 encouraged to apply. Excellent research, writing and analytical skills required. Research and experience in computationally intensive fields, in particular, overlapping generations incomplete markets general equilibrium modeling are strongly preferred. Computer coding experience is very desirable, and candidates with software development experience are especially encouraged to apply.

Funding for this position is subject to school approval. More information about the existing team and projects can be found here: http://www.budgetmodel.wharton.upenn.edu/",NA,NA,NA,"UNITED STATES Pennsylvania Philadelphia","D0 - General
E0 - General
E2 - Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy
E6 - Macroeconomic Policy, Macroeconomic Aspects of Public Finance, and General Outlook
F0 - General
H0 - General
I0 - General
J0 - General
L0 - General
Q5 - Environmental Economics
O4 - Economic Growth and Aggregate Productivity",NA
"129","2018-02",111461879,"US: Other Academic (Visiting or Temporary)","University of Rochester","Arts, Science and Engineering","Wallis Institute of Political Economy","Political Economy","Postdoctoral Fellowship","The W. Allen Wallis Institute of Political Economy (http://www.wallis.rochester.edu) seeks applicants for a Postdoctoral Fellowship in Political Economy for one or two semesters during academic year 2019--2020.  The Institute, a collaborative effort of Rochester's Departments of Economics and Political Science, fosters the growth of the interdisciplinary field of Political Economy.
	
	Fellows should be strongly interested in Political Economy and expect to participate in the intellectual life of the Economics and Political Science Departments.  They will also teach one course in political economy or their discipline during the academic year.  

	Applicants must have received their Ph.D.'s in political science, economics, or political economy by September 1, 2019; Fellows will normally have received their degrees within the previous five years.  The University of Rochester, an Equal Opportunity Employer, has a strong commitment to principles of diversity and actively encourages applications from groups underrepresented in higher education.	

	Applicants should submit a vita, work sample, and three letters of reference (with original signatures) to Christine Massaro, W. Allen Wallis Institute of Political Economy, 107 Harkness Hall, Box 270158, University of Rochester, Rochester, NY  14627-0158.  PDFs may be sent to c.massaro@rochester.edu.  We will begin considering applications immediately. Deadline is January 31, 2019.","to be negotiated","270158",NA,"UNITED STATES New York Rochester","00 - Default: Any Field","2019-01-31 00:00:00"
"130","2018-02",111461758,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)","University of South Carolina Upstate","George Dean Johnson, Jr. College of Business and Economics","Department of Economics, Finance, and Accounting","Business
Analytics
Economics","Assistant or Associate Professor of Business Analytics","University of South Carolina Upstate

Assistant or Associate Professor of Business Analytics
FAC00207PO18

The University of South Carolina Upstate is a positive, diverse, and empowering institution for motivated, success-minded students who want to be challenged academically, supported personally, and pushed to the boundaries of their potential in an opportunity-rich environment.  Because the University of South Carolina Upstate is proud of its student body, we seek to attract a diverse applicant pool.

Job Description: Faculty position to teach on the Spartanburg and/or Greenville campus.
The Johnson College of Business seeks a professor to teach analytics courses in the Masters of Science in Business Analytics program such as MSBA 700 Intro to Quantitative Analysis & Programming, MSBA 705 Data Mining & Management, MSBA 720 Data Visualization, and MSBA 790 Analytics Capstone; publish research in analytics applications to business; and perform service to the college, university and community.

Required Qualifications: A terminal degree (e.g.: Ph.D., DBA, etc.) required by the time of appointment in analytics, applied statistics, econometrics, or a closely related field from an institution accredited by AACSB; academically qualified under AACSB 2017 standards; have recent research published in peer reviewed journals (except new graduates); demonstrate a commitment to teaching excellence; and demonstrate ability and commitment to contribute to the College<U+2019>s mission though service. ABD candidates with planned completion date by August 15, 2019 will also be considered.

Preferred Qualifications: Experience teaching statistics and/or analytics courses in a graduate program. Experience applying analytics and statistics in real-world applications. Recent peer-reviewed publications and evidence of excellence in teaching, scholarship and service.

Applicant Instructions: For a complete job description and to apply, go to: www.uscupstate.edu/jobs

Contact information:
Dr. Frank Rudisill
Search Committee Chair
800 University Way
Spartanburg, SC 29303
frudisill@uscupstate.edu 
864-503-5583

The University of South Carolina Upstate is an Affirmative Action/Equal Opportunity Institution. Minorities and women are encouraged to apply. 
",NA,NA,NA,"UNITED STATES South Carolina Spartanburg","00 - Default: Any Field",NA
